smiles,mmp
Cc1ccc(O)c(C)c1,0.0
CC(=C)c1cccc(c1)C(=C)C,0.0
FC(F)(F)C(Cl)Br,0.0
C[N@+]12CCCC[C@@H]1CCC(=C(c3cccs3)c4cccs4)C2,0.0
CC(C(=O)O)c1ccc2c(c1)[nH]c3ccc(Cl)cc23,0.0
CCCCCCCCS(=O)C(C)Cc1ccc2OCOc2c1,0.0
Cc1ccc(c(C)c1)N(=O)=O,0.0
CC#N,0.0
CCOc1cccc(c1)n2cc(nc2c3ccc(C)cc3)C(=O)N4CCN(CC4)c5cc(C(=O)[O-])c6ccccc6c5,1.0
NC1(CCC1)c2ccc(cc2)c3nc4C=CN5C(=O)NN=C5c4cc3c6ccccc6,1.0
OCCNCCO,0.0
CN(C)C(=O)Nc1ccc(C)c(NC(=O)N(C)C)c1,0.0
Nc1nc(N)c2nc(c(N)nc2n1)c3ccccc3,0.0
Cc1cc2CCCS(=O)(=O)c2cc1S(=O)(=O)N,0.0
CCC(OCCCOC)OC(=O)C,0.0
CNC(=O)Oc1cccc2CC(C)(C)Oc12,0.0
CC(C)(C)OCC1CO1,0.0
CCCCCCCC1CCC(=O)O1,0.0
FC(F)(F)c1ccc(Cl)cc1,0.0
OC(\C=C\C(=O)[O-])c1ccc(Cl)cc1,0.0
N[C@@H](C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)CSc3c[nH]nn3)c4ccc(O)cc4,0.0
Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4,1.0
ON=CC=NO,0.0
OC(=O)COc1ccc(CCNS(=O)(=O)c2ccccc2)s1,0.0
C[C@H]1O[C@H](C[C@H](O)[C@@H]1O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](OC(=O)C)[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H](C)O3)[C@@H](C)O2)OC5CC[C@@]6(C)C(CC[C@@H]7[C@@H]6CC[C@]8(C)[C@H]([C@@H](O)C[C@]78O)C9=CC(=O)OC9)C5,1.0
CCCCCCCCCCCC(=O)N(C)CC(=O)O,0.0
CC(C)CC(C)(O)C#C,0.0
CCC1(C(=O)NC(=NC1=O)[O-])c2ccccc2,0.0
CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@@H]3C[C@H]4[C@@H](Cc5c[nH]c6cccc4c56)N(C)C3)(O[C@@]2(O)[C@@H]7CCCN7C1=O)C(C)C,0.0
Oc1cccc2C(=O)c3cccc(O)c3C(=O)c12,1.0
Cc1cc(ccc1NC(=O)c2cccc(I)c2C(=O)NC(C)(C)CS(=O)(=O)C)C(F)(C(F)(F)F)C(F)(F)F,1.0
C[N+]1([O-])[C@H]2CC(C[C@@H]1[C@H]3O[C@@H]23)OC(=O)[C@H](CO)c4ccccc4,0.0
Nc1c(Br)cc(cc1N(=O)=O)N(=O)=O,1.0
CC1CN1P(=O)(N2CC2C)N3CC3C,0.0
C1C=CC2C3CC(C=C3)C12,0.0
CCN(CC)CCNC(=O)c1ccc(N)cc1,0.0
CC[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]2(C)[C@H]1O,0.0
COc1ccc(OC)c(Cl)c1,0.0
CCN1CC(CCN2CCOCC2)C(C1=O)(c3ccccc3)c4ccccc4,0.0
O[C@H]1C=C[C@H]2[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3)c45,0.0
CC(=C)C(=O)OCCOP(=O)(O)OCCOC(=O)C(=C)C,0.0
ClCC1(CCl)C(=C)C2(Cl)C(Cl)C(Cl)C1(Cl)C2(Cl)Cl,1.0
CCCCCCO,0.0
CC(=O)c1cnccn1,0.0
CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)OCc2c(F)c(F)cc(F)c2F,1.0
O=N(=O)c1ccc2ncccc2c1,1.0
Nc1nc(N)c2nc(CNc3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O)cnc2n1,0.0
COc1ccc2cc3c4cc(OC)c(OC)cc4CC[n+]3cc2c1OC,1.0
CN\C(=N/N(=O)=O)\NCc1cnc(Cl)s1,0.0
CN(C(=S)Oc1ccc2CCCc2c1)c3cccc(C)c3,0.0
Cc1occc1C(=O)Nc2ccc(cc2)C(=O)N3CCC(F)(F)\C(=C/C(=O)N4CCC(CC4)N5CCCCC5)\c6ccccc36,0.0
COC(=O)C1CC(=O)C(CC1=O)C(=O)OC,0.0
Oc1cccc(Nc2ccccc2)c1,1.0
O[C@@H]1COC(O)[C@H](O)[C@H]1O,0.0
Nc1ncnc2[nH]cnc12,0.0
CCOC(=O)c1ccc(OCCN2C[C@H](O)[C@@H](O)[C@H](O)[C@H]2CO)cc1,0.0
CN([C@H]1CC[C@@]2(CCCO2)C[C@@H]1N3CCCC3)C(=O)Cc4ccc(Cl)c(Cl)c4,0.0
CC(C)(C)c1ccc(CCC=O)cc1,0.0
Oc1cccc(O)c1,0.0
Cc1cc(ccc1N=Nc2cc(c3ccccc3c2N)S(=O)(=O)[O-])c4ccc(N=Nc5cc(c6ccccc6c5N)S(=O)(=O)[O-])c(C)c4,1.0
CCNC(=O)NCc1cccc(Cl)c1,0.0
CN1C=C(C(=O)c2ccc(F)cc12)S(=O)C,0.0
BrCC#N,0.0
CCc1c(C)[nH]c2CCC(CN3CCOCC3)C(=O)c12,0.0
CN1CCC[C@H]1c2cccnc2,0.0
CCCCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCCCC(C)C,0.0
O=C1CCC(CC1)C2CCCCC2,0.0
CCCNC(C)C(=O)Nc1ccccc1C,0.0
CC(C)c1ccc(C)c2ccc(C)c2c1,0.0
NC1CCCCC1,0.0
CC(O)COc1ccccc1,0.0
CCc1ncnc2cc(OC)c(OC)cc12,0.0
CC(C[N+](C)(C)C)OC(=O)C,0.0
CC(=O)OCCC1CCCCC1,0.0
Cc1ccc(N)cc1,0.0
Nc1ccc2ccccc2c1,0.0
NCCCCCC(=O)O,0.0
OC(=O)c1ccc(C=O)cc1,0.0
CC(=O)\C=C\C1=C(C)CCCC1(C)C,0.0
c1nc[n-]n1,0.0
O=NN1CCN(CC1)N=O,0.0
[O-]C(=O)CF,0.0
S(Sc1cccs1)c2cccs2,0.0
Cc1ccc(cc1)S(=O)(=O)N=C=O,0.0
Oc1ccc(C(=O)c2cc(O)c(O)c(O)c2)c(O)c1O,1.0
OC(CC(=O)[O-])C(=O)[O-],0.0
CNc1ccc(cc1)C(=O)CC(O)CCC(C)C2OC(=O)CC(O)CC(=O)CC(O)CC(O)CC(O)CC(O)CC3(O)CC(O)C(C(CC(O[C@@H]4O[C@H](C)[C@@H](O)[C@H](N)[C@@H]4O)C=CC=CC=CC=CC=CC=CC=CC2C)O3)C(=O)OC,1.0
CSCCCN=C=S,1.0
CCOC(=O)NC(O)C(Cl)(Cl)Cl,0.0
Clc1ccc2nsnc2c1NC3=NCCN3,0.0
COC(=O)C(C)Oc1ccc(Oc2ncc(cc2Cl)C(F)(F)F)cc1,0.0
OC(=O)c1nn(Cc2ccc(Cl)cc2Cl)c3ccccc13,0.0
CCOC(=O)[C@@](C)(N)Cc1ccc(O)c(O)c1,0.0
CN1C(=O)N(C)c2ncn(CC(O)CO)c2C1=O,0.0
CC(C)(N)CO,0.0
CCCSP(=O)(OCC)SCCC,0.0
CCCCOC(=O)CC,0.0
NC1=NC(=O)NC=C1,0.0
CC1=NN(C(=O)C1N=Nc2ccc(cc2)S(=O)(=O)[O-])c3cc(Cl)c(cc3Cl)S(=O)(=O)[O-],0.0
[O-]C(=O)CCCc1ccccc1,0.0
O=C1NOC2=C1CCNC2,0.0
FC(F)(F)c1ccccc1,0.0
OC(=O)C(=O)Nc1cccc(c1)c2nnn[nH]2,0.0
OC(=O)CC(O)(CC(=O)[O-])C(=O)[O-],0.0
CC(C)c1ccc(C)cc1,0.0
CCN(CC)c1ccc(N=Nc2ccc(cc2)S(=O)(=O)N(C)C)c(c1)S(=O)(=O)NCC[n+]3ccccc3,0.0
CCCCCCCCCCCCCCCCCC(=O)OCCO,0.0
CCCC(=O)OCCc1ccccc1,0.0
OCC1CO1,0.0
[O-]C(=O)CCl,0.0
CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)C(=O)c4c(O)cccc4[C@@]3(C)O,0.0
CC\C=C/CCCCO,0.0
NNc1nc(cs1)c2ccc(cc2)N(=O)=O,1.0
CN[C@H](C)Cc1ccccc1,0.0
OCCNCCNc1ccc(NCCNCCO)c2C(=O)c3c(O)ccc(O)c3C(=O)c12,0.0
O=C1N(C[C@H]2CCCc3cccc1c23)[C@@H]4CN5CCC4CC5,0.0
OC(=O)c1occc1,0.0
COc1ccc(cc1)C(=C(c2ccc(OC)cc2)c3ccc(OC)cc3)Cl,1.0
CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](NC(=O)N3CCNC3=O)c4ccccc4)C(=O)N2[C@H]1C(=O)[O-],0.0
CO[C@H]1[C@@H](O)[C@H](N)[C@@H](O[C@H]2O[C@@H](CC[C@H]2N)[C@H](C)N)[C@H](O)[C@@H]1N(C)C(=O)CN,0.0
ClC=C(Cl)Cl,0.0
C1C[C@H]2[C@@H]3CC[C@H](C3)[C@H]2C1,0.0
COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2C(=O)N(C)C)n1,0.0
C=CN1CCCC1=O,0.0
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,0.0
CCCN1CCC[C@@H]2Cc3[nH]ncc3C[C@@H]12,0.0
COC(=O)N,0.0
Cc1cccc(Nc2ncccc2C(=O)O)c1C,0.0
O=C1NCN(c2ccccc2)C13CCN(CC4COc5ccccc5O4)CC3,0.0
CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc4cccnc24)CC1,0.0
CC(C)(C)c1cc(\C=C\2/SC(=N)NC2=O)cc(c1O)C(C)(C)C,1.0
CC(C)(C)OO,0.0
CC(C)CC(C)CC(C)CC(C)COC(=O)c1ccccc1C(=O)OCC(C)CC(C)CC(C)CC(C)C,0.0
Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,1.0
Nc1ccc(C(=O)[O-])c(O)c1,0.0
CC(C)(C)C(=O)CCl,0.0
CCN(CC)N(O)N=O,0.0
CCC(=O)OC(OP(=O)(CCCCc1ccccc1)CC(=O)N2C[C@@H](C[C@H]2C(=O)[O-])C3CCCCC3)C(C)C,0.0
CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC,0.0
CC(=Cc1ccccc1)C=O,0.0
CC(=C)C1CC=C(C)C(=O)C1,0.0
CC(C)(C)c1ccc(O)cc1,1.0
CCOC(=O)[N-]c1on[n+](c1)N2CCOCC2,0.0
SCCOCCOCCS,0.0
Cc1cc(c(N)cc1Cl)S(=O)(=O)O,0.0
CCN(CC)CC,0.0
NC1=NC2=C(N(CC=C)C(=O)N2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C(=O)N1,0.0
CC(=O)O[C@@H]1CC2CCC1(C)C2(C)C,0.0
NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,0.0
CC(C)(C)OC(=O)C=C,0.0
CC(C)(C)c1csc(n1)c2oc3ccc(OCc4ccccc4CC(=O)O)cc3c2,1.0
C[C@H]1CN(C[C@@H](C)N1)c2c(F)c(N)c3C(=O)C(=CN(C4CC4)c3c2F)C(=O)O,0.0
Clc1ccccc1Nc2nc(Cl)nc(Cl)n2,0.0
Clc1cc(Cl)cc(Cl)c1,0.0
CC1=CC(=O)Oc2cc(O)ccc12,0.0
COC(=O)\C=C/C(=O)O,0.0
Nc1ccc(O)c(N)c1,1.0
OC(=O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,0.0
C(C1=NCCN1)c2ccc3ccccc3c2,0.0
CCC(c1ccccc1)c2noc(CCN(CC)CC)n2,0.0
OC(=O)[C@@H]1CCC(=O)N1,0.0
CCCCCCCCCCCC(=O)OCC(O)CO,0.0
CNC(=S)N(C)C,0.0
CC(C)C(=O)OCC(=O)[C@@]12O[C@@H](O[C@@H]1C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]23C)C6CCCCC6,1.0
CCCCC(=O)OCC(=O)[C@@]1(O)C[C@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)c3c(O)c4C(=O)c5c(OC)cccc5C(=O)c4c(O)c3C1,1.0
[NH3+]c1ccccc1,0.0
NS(=O)(=O)c1cc2c(NC(Cc3ccccc3)NS2(=O)=O)cc1C(F)(F)F,0.0
CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@@H](C)O)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O,0.0
OCCCBr,0.0
CC(=O)Nc1ccc(\C=N\NC(=S)N)cc1,0.0
CC(=O)Oc1ccc(C)cc1,0.0
c1ccc2c(c1)c3cccc4cccc2c34,1.0
CCOC(=O)c1ccc(I)cc1,0.0
CC(=O)Oc1ccccc1C(=O)O,0.0
OC(=O)c1ccc2C(=O)OC(=O)c2c1,0.0
C\C(=C(\CCO)/SSCC1CCCO1)\N(Cc2cnc(C)nc2N)C=O,0.0
NC(=O)c1ccc(cc1)N(=O)=O,0.0
O=C1CCCCCCCCCCCN1,0.0
CO[C@H]1[C@@H](CC(=O)O[C@H](C)CC2OC2C=CC(=O)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]3O[C@H](C)[C@@H](O[C@H]4C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O4)[C@@H]([C@H]3O)N(C)C)OC(=O)C,0.0
CN[C@@H](C)Cc1ccccc1,0.0
CC(C)C(O)C(C)(C)CO,0.0
NC(=N)c1ccccc1,0.0
OC[C@@H]1CC[C@@H](O1)n2cnc3C(=O)NC=Nc23,0.0
CNC1(C)C2CCC(C2)C1(C)C,0.0
CCOC(=O)c1c(N)sc2CN(Cc3ccccc3)CCc12,0.0
Cc1cnc(cn1)C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3,0.0
OCCN(CCO)CCN(CCO)CCO,0.0
CC(=O)Oc1ccc(cc1)C(=C2CCCCC2)c3ccc(OC(=O)C)cc3,0.0
CSc1nc(NC(C)C)nc(N=[N+]=[N-])n1,0.0
ClCCCCl,0.0
CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1,0.0
CCCCC(CC)CN,0.0
NCCOCCO,0.0
COC1=CC(=O)O[C@H](C1)\C=C\c2ccccc2,0.0
CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)OC(=O)c3ccccc3)C(=O)O,0.0
CC(C(=O)O)c1ccc(cc1)C(=O)c2cccs2,0.0
CNC(C)[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1,0.0
OC(=O)c1cccc(Cl)c1Cl,0.0
CC1=CC2C(C1)C3CC2C(=C3)C,0.0
CCC(C)(N=NC(C)(CC)C#N)C#N,0.0
O=C\C=C\c1occc1,0.0
NCCCN1CCN(CCCN)CC1,0.0
CN(C)C(=O)CNC(=O)Cc1ccccc1,0.0
CC(C)(CO)N(=O)=O,0.0
CC(C)CC(NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](CO)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc4c[nH]cn4)NC(=O)[C@H]5CCC(=O)N5)C(=O)N[C@H](CCCNC(=N)N)C(=O)N6CCC[C@@H]6C(=O)NCC(=O)N,0.0
CC(C)C(=O)OCCOc1ccccc1,0.0
CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,0.0
CCCCNC(=O)OCC#CI,1.0
OC1(CCCCC1)C#N,0.0
Fc1ccc(c(F)c1)N(=O)=O,0.0
Cc1ccccc1CCl,0.0
CC(=C)C(=O)OCC=C,0.0
CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2[C@H](SC1(C)C)[C@H](NC(=O)[C@H](N)c3ccccc3)C2=O,0.0
Oc1ccc(Cl)c2CCCc12,1.0
CC(=C)[C@@H]1CC=C(C)C(=O)C1,0.0
COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O[C@@H]6CCCCO6)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO,1.0
CCCCC(CC)CO,0.0
Oc1cc2C[C@]3(O)COc4c(O)c(O)ccc4[C@@H]3c2cc1O,0.0
CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1,0.0
N[C@@H](CCCNC(=N)N)C(=O)O,0.0
N#CCc1ccccc1,0.0
Cc1cccc(C)c1N,0.0
CC(C)[C@@H](N)C(=O)O,0.0
O=CC=C(c1ccccc1)c2ccccc2,1.0
CCCCCCCCCCCCCCN(C)C,0.0
COC(=O)c1ccc(C)cc1,0.0
