smiles,rlm
CCN1C(=O)c2ccccc2[S+]([O-])c3ccc(NC(=O)Cc4ccc(F)cc4)cc13,1.0
Oc1c(Cl)cccc1CNc2ccc(cc2)[S+](=O)([O-])Nc3cccc4ccncc34,1.0
Cc1cc(nn1C(C)(C)C)C(=O)NN[S+](=O)([O-])c2cccc(c2)C(C)(C)C,1.0
Cc1cc(OCCCc2c(n(CC(=O)N3C4CCCC3CC(C4)C(=O)O)c5c(c(Cl)ccc25)c6c(C)nn(C)c6C)C(F)(F)F)cc(C)c1Cl,0.0
OCc1oc(cc1)c2nn(Cc3ccccc3)c4ccncc24,1.0
CC(Cc1cnccn1)N(C)C(=O)C2CCN(CC2)C(=O)c3oc4ccccc4c3,1.0
Cc1onc(C)c1C(=O)N2CCCCC2CCNC(c3ccccc3)c4ccccc4,1.0
N(c1ccccc1)c2cc(ncn2)c3cocc3,1.0
Nc1c(sc2nc(ccc12)c3cccs3)C(=O)Nc4ccc(F)cc4,0.0
CC(=O)N1CCN(CC(=O)Nc2nc(c(C)s2)c3ccc4N(CCc4c3)C(=O)c5ccccc5C)CC1,0.0
CCCCN(C(=O)c1cccc(c1)n2cccc2)C3=C(N)N(Cc4ccccc4)C(=O)NC3=O,1.0
CCCc1coc(CN2CC(Nc3ccccc3C2=O)c4cccc(NC(=O)C)c4)c1,1.0
Cc1onc(C)c1c2c(sc3ccccc23)C(O)c4ccc(Cl)cc4,1.0
COc1ccc(NC(=O)c2c(C)c(C(=O)C)c(C)n2C)cc1[S+](=O)([O-])Nc3ccc(Br)cc3,1.0
CC1=C(C(N=C(Nc2oc3cc(C)ccc3n2)N1)c4ccccc4Cl)C(=O)Nc5nnc(s5)c6cccnc6,0.0
COC(=O)c1ccc(cc1)c2ccc(Nc3cc(Nc4ccc(OCc5nnn[nH]5)c(c4)C(F)(F)F)ncn3)cc2,1.0
CN(Cc1ccccc1)C(=O)CNC(=O)c2cc(F)ccc2OCC(=O)Nc3c(C)cc(I)cc3C,1.0
Cn1cc(cc1C(=O)Nc2ccc(Cl)c(c2)C(F)(F)F)[S+](=O)([O-])N3CCC4(CC3)COC4,0.0
C[S+]([O-])c1cccc(c1)c2nc(C)c(CSc3ccc(OCC(=O)O)c(C)c3)s2,0.0
CC(Nc1nc(Nc2ccccn2)nc3ccccc13)c4ccccc4,1.0
CCCN1C(=N[S+](=O)([O-])c2cc(NC(=O)c3ccc(F)cc3)ccc12)CC4CCCCC4,0.0
N[S+](=O)([O-])c1ccc(Cc2c(CC3CC3)nn(c2c4ccc(F)c(c4)c5ccc(F)cc5)c6nc(cs6)C(=O)O)c(F)c1,0.0
Cc1cc(OCCCc2c3C(=O)N(CCCn3c4c(c(Cl)ccc24)c5c(C)nn(C)c5C)c6cc(C(=O)O)c7cnn(C)c7c6)cc(C)c1Cl,0.0
Cc1cc(OCCCc2c(C)c([nH]c2C(=O)O)c3ccccc3O)cc(C)c1Cl,0.0
Cn1cc(cn1)c2ccc(s2)C(=O)Nc3nc4cc(CN5CCOCC5)ccc4n3CC(C)(C)O,0.0
[O-][S+](=O)(Nc1cnccc1C(=O)Nc2nc(cs2)c3ccccc3)c4cccs4,0.0
COc1ccccc1[S+](=O)([O-])Nc2cc(F)ccc2C(=O)Nc3nc(cs3)c4ccc(Cl)cc4,0.0
[O-][S+](=O)(Nc1ccccn1)c2ccc(NC(=O)Cc3ccc(Cl)c(Cl)c3)cc2,1.0
CN(C)c1cc(NC(=O)c2[nH]c3c(c(Cl)ccc3c2CCCOc4cc(C)c(Cl)c(C)c4)c5c(C)nn(C)c5C)cc(c1)C(=O)O,0.0
CC(C)n1nccc1c2c(C)nn3CCCN(CC4CC4)c23,1.0
CNC(=O)CN1CCN(CC1)c2nc(N3CCOC[C@@H]3c4ccccc4)c5cc(ccc5n2)c6c(C)onc6C,0.0
COCCOCCOCCOCCOCCN1CCN(CC1)C(c2ccc(Cl)cc2)c3ccc(Cl)cc3,1.0
CC(=O)N1CCc2c(C1)sc3N(Cc4cccc(C)c4)C(=O)N(C(=O)c23)c5ccccc5Cl,1.0
CCOC(=O)N1CCN(CC1)C(=O)c2cn(Cc3cccc(C)c3)c4ccccc24,1.0
CN1CCN(CC1)C(=O)c2cnc(N3CCCCC3)c4ccccc24,1.0
Cc1ccc(C)n1c2sc(cc2C(=O)O)c3ccsc3,0.0
CN1C(=O)N(C)c2nc(CN3CCNCC3)n(Cc4cccc(C)c4)c2C1=O,0.0
C[S+](=O)([O-])N1CCN(CC1)C(=O)c2cnc3ccc(F)cc3c2N4CCC(Cc5ccccc5)(CC4)C#N,1.0
Cc1ccc(cc1)[S+](=O)([O-])Nc2cc(ccc2C(=O)Nc3nccs3)C(F)(F)F,1.0
CO[C@@H]1[C@@H](C[C@H]2O[C@]1(C)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35)N(C)C(=O)c9ccccc9,1.0
CCc1ccc2N(CCN3CCOCC3)C(=O)C(N)c2c1,1.0
CC(=O)Nc1ccc(cc1)[S+](=O)([O-])Nc2cccc(c2)C(=O)NCC3(CCCCC3)N4CCCCC4,1.0
CN(Cc1cnn(C)c1C)C2CCN(CC2)c3ccccc3C,1.0
OCc1oc(cc1)c2nn(Cc3ccccc3)c4ccccc24,1.0
Cc1ccc(cc1C)n2nc(C)c3c(c4ccc(O)c(O)c4)c(C#N)c(N)nc23,0.0
Cc1cc(OCCCc2c(C)c([nH]c2C(=O)O)c3cccc(C=O)c3)cc(C)c1Cl,0.0
CCOc1ccc(Cl)cc1N2C(=O)C(=CC(=C2C=C(C)C)C(=O)N3CCN[C@H](C)C3)c4nc(cs4)c5ccc(cc5)C(F)(F)F,0.0
Cc1cc(c2ccccc2)n(n1)c3nc(cs3)C(=O)O,0.0
NCCOCCN1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3,0.0
CCOc1ccc(CCNC(=O)c2ccn(CCN3CCOCC3)n2)cc1OCC,0.0
Cn1cnc2cc(ccc12)c3cc(O)n(n3)c4nc(cs4)C(=O)O,0.0
CC1=C(C(=O)N2C=CSC2=N1)[S+](=O)([O-])Nc3cccc(c3)B(O)O,0.0
Cc1ccc(cc1)N2CCN(CC2)C(=S)c3oc(cc3)c4ccccc4[N+](=O)[O-],1.0
[O-][S+](=O)(N(CCN1CCCCC1)CCc2ccccc2)c3nc4ccccc4[nH]3,1.0
OCCc1ccccc1N2C3=C(C=C(C2=O)c4nc(cs4)c5ccc(Cl)cc5)C(=O)CCC3,0.0
Clc1ccccc1[C@@]23CC(OC(=O)N2)C=CC3=O,0.0
N[S+](=O)([O-])c1ccc(Cc2c(CC3CC3)n(nc2c4cccc(c4)C#Cc5ccc(s5)C6CC6)c7nc(cs7)C(=O)O)cc1F,0.0
CCc1cccc(CC)c1N2C(=O)C(=CC(=C2C(C)C)C(=O)NCCO)c3nc(cs3)c4ccc(Cl)cc4,1.0
COc1cccc(c1)c2oc3ccc(NC(=O)c4ccc(F)c(Cl)c4)cc3n2,0.0
COc1ccccc1[C@@H](N[S+](=O)([O-])c2ccc3NC(=O)C=Cc3c2)C(=O)N(CCC#N)Cc4cccs4,1.0
Brc1ccc(cc1)c2csc(n2)N3CCC(CC3)C(=O)N4CCOCC4,0.0
CCc1ccc(cc1)C2Sc3ccccc3N=C4C2=C(O)c5ccccc45,1.0
Cc1ccc(cc1Br)C(=O)Nc2ccc(cc2)[S+](=O)([O-])N3CCCC3,1.0
CCCC(=O)O[C@H](CC(=O)[O-])C[N](C)(C)C,0.0
Oc1c(F)cccc1CN2CCCC(C2)c3nc(ncc3c4ccccc4)c5ccncc5,1.0
Brc1ccc(cc1)c2csc(n2)N3CCC(CC3)C(=O)NCCCc4ccccc4,1.0
CCN(c1ccc(CCO)cc1)c2cc(ncn2)N(C)c3ccc(OC)c(Cl)c3,1.0
CC1=C(C(N=C(Nc2oc3ccccc3n2)N1)c4ccccc4Cl)C(=O)Nc5ccc(CO)nc5,0.0
Cc1cc(OCCCc2c([nH]c3c(c(Cl)ccc23)c4c(C)nn(C)c4C)C(=O)Nc5cccc(c5)C(=O)O)cc(C)c1Cl,0.0
CC(O)c1ccc(cc1)N2CCN(CC2)C(O)[C@H](Cc3ccc(cc3)N(C)[S+](=O)([O-])c4cccc5cnccc45)N(C)C,0.0
COc1cc2ncnc(Nc3ccc4c(ccn4C)c3)c2cc1OC,1.0
Cc1cc(SCc2sc(nc2C)c3ccc(cc3)C#N)ccc1OCC(=O)O,0.0
COc1cccc(CNc2ccc(cc2)[S+](=O)([O-])Nc3nccs3)c1OC,0.0
COc1ccc(cc1)n2ncc3C(CCCc23)NC(=O)c4cc(C)ccn4,0.0
CCCN1C(=N[S+](=O)([O-])c2cc(NC(=O)c3cccs3)ccc12)CC4CCOCC4,0.0
COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3ccccc3,0.0
COc1ccc(c(n1)[S+](=O)([O-])c2ccccc2)[N+](=O)[O-],1.0
CC(=O)C1=C2C=CCCN2C(=O)NC1c3cccnc3,0.0
[O-][N+](=O)c1ccccc1C(=O)NC2=Nc3sccc3C(=O)S2,1.0
CCCCCNC(=O)c1cccc(c1)c2ccccc2\C=C/3\NC(=O)N(C3=O)c4ccc(Cl)cc4,1.0
OC1(CC1)c2oc(cc2)c3nn(Cc4ccccc4)c5ccccc35,1.0
CCOc1ccc(cc1)C(C)Nc2ccc3c(c2)ncn3C(C)(C)C,0.0
Cc1onc(C)c1c2ccc3nc(nc(NCc4cccc(Cl)c4)c3c2)C(=O)NCc5ccc(Cl)nc5,1.0
Cc1ccc(cc1)c2nn(c3ncnc(N)c23)C(C)(C)C,1.0
O=C(Nc1ccc(cc1)C2(CCCC2)C#N)c3cccnc3NCc4ccncc4,1.0
Cc1cc(OCCCc2cn(CC(=O)N[S+](=O)(C)[O-])c3cc(Cl)ccc23)cc(C)c1Cl,0.0
CCc1cccc(CC)c1N2C(=O)C(=CC(=C2C=C(C)C)C(=O)N3CCNCC3)c4nn(cc4C(F)(F)F)c5ccc(Cl)cc5,1.0
Clc1ccc(cc1)c2cc3C(=O)c4ccccc4c3nn2,1.0
CC(Nc1nc(nc2ccccc12)N3CCN(CC3)C(=O)OC(C)(C)C)c4ccccc4,1.0
COc1ccccc1[C@@H](N[S+](=O)([O-])c2ccc3NC(=O)C=Cc3c2)C(=O)N(Cc4occc4)Cc5cccs5,1.0
CCCCN(CCCNC(=O)C1CCN(CC1)C(=O)CN2C(=O)Oc3ccc(Cl)cc23)Cc4ccccc4,1.0
CCOc1ccc(CCN(Cc2ccccc2)C(=O)c3cc4sc(Br)cc4n3Cc5ccccc5)cc1OCC,1.0
Fc1ccc(cc1)C(=O)CCCN2CCC3(CC2)N(CN(Cc4cccc(F)c4)C3=O)c5ccccc5,1.0
Oc1ccc(CCNc2ncnc3ccc(Cl)cc23)cc1,0.0
COc1ccccc1C2=Nc3ccc(Br)cc3C(N2CCCO)c4ccccc4,1.0
O=C([C@H](NS(=O)(=O)c1ccc2NC(=O)C=Cc2c1)c3cccs3)N(Cc4occc4)Cc5cccs5,1.0
COc1ccc2c(ccn2CCC(=O)Nc3ccc4NC(=O)[C@@H]5CCCN5C(=O)c4c3)c1,1.0
C[S+](=O)([O-])CCn1cc(cn1)c2ccc(F)c(N[S+](=O)([O-])c3cccc(NC(=O)Cc4ccc(Cl)cc4Cl)c3)c2,1.0
[O-][n+]1c2ccccc2c3C(=NCCn13)c4ccc(F)c(F)c4,0.0
CCN(CC)[S+](=O)([O-])c1ccc2oc(C(=O)Nc3ccc(Br)cc3F)c(C)c2c1,1.0
CCc1ccc(cc1)N2N(CC(=O)Nc3cc(OC)ccc3OC)c4ncccc4C2=O,1.0
C[C@@H]1CN(C[C@H](C)N1Cc2ccc(cc2)C(F)(F)F)C(=S)Nc3cc(C)cc(C)n3,1.0
Cc1cc(OCCCc2c([nH]c3cc(Cl)ccc23)C(=O)N[S+](=O)([O-])CCNC(=O)c4cccn4Cc5ccccc5)cc(C)c1Cl,0.0
COc1ccc2ncc(C(=O)N3CCC(F)(F)CC3)c(N4CCC5(CC4)OCCO5)c2c1,1.0
N[S+](=O)([O-])c1ccc(Cc2cn(c3nc(cs3)C(=O)O)c4cc(ccc24)C(F)(F)F)cc1,0.0
CN(C)c1cccc(c1)c2cnc(nc2)N3CCC(CC3)C(=O)N,0.0
[O-][S+](=O)(Nc1ccccc1F)c2cccc(NC(=O)c3nccc4ccccc34)c2,1.0
Cc1ccccc1C(=O)N2CCc3cc(ccc23)N4CCC(N)C4,0.0
COc1cc2ncc(c3cccc(NC4CCNC4)n3)n2cc1C#C,0.0
Cc1cc(OCCCc2c([nH]c3ccccc23)C(=O)N[S+](=O)([O-])c4ccc(Oc5ccccc5)cc4)cc(C)c1Cl,0.0
CC(C)CCn1c(Oc2ccc(cc2)N3CCCC3=O)nc4N(C)C(=O)N(C)C(=O)c14,0.0
COc1cc(ccc1OCC(=O)N)C2CC(=O)Nc3c(cn(c4cccc(F)c4)c23)C(=O)O,0.0
CC1CN(CC(C)O1)[S+](=O)([O-])c2cc(ccc2Cl)C(=O)NCCc3ccccc3C,1.0
Cn1cc(cn1)c2ccc3ncc(c4cc(cc(NC5CCNC5)n4)C(F)(F)F)n3c2,0.0
Cc1ccnc(NC(=S)N2CCC(CC2)c3cccc(c3)C(F)(F)F)c1,0.0
CN(C)C(=O)c1cccc(c1)c2csc(n2)N3CCC(CC3)C(=O)N,0.0
CCOc1ccc(CCNC(=O)c2cc3ncccc3n2CCN4CCOCC4)cc1OCC,0.0
COc1ccc(Cl)c(c1)N2C3=C(C=C(C2=O)c4nc(cs4)c5ccc(Cl)cc5)C(=O)CC(C)(C)C3,0.0
C[S+](=O)([O-])c1cccc(c1)c2cc(O)n(n2)c3nc(cs3)C(=O)O,0.0
Fc1ccc(CN2CCC(CC2)N(CCc3ccccc3)Cc4ccccc4)cc1,1.0
COc1ccc(cc1)n2ncc3C(CCCc23)NC(=O)c4ccc(OC(F)(F)F)cc4,0.0
Oc1ccc(cc1)C(=S)N2CCN(CC2)c3cccc(Cl)c3,1.0
CN1CCN(CC1)c2nc(Nc3ccc(F)c(F)c3)c4ccccc4n2,1.0
[O-][S+](=O)(N1CCOCC1)c2cccc(NC(=O)c3cc(nc4ccccc34)c5cccnc5)c2,1.0
CC1=C(C(=O)N2C=CSC2=N1)[S+](=O)([O-])Nc3ccc(cc3)C(=O)N4CCOCC4,0.0
CCN(CC)[S+](=O)([O-])c1ccc(cc1)[S+](=O)([O-])Nc2ccccc2N3CCC(C)CC3,1.0
Cc1cccc(C)c1C(=O)N2CCC(CC2)C(=O)N3CCC(CC3)N4Cc5ccccc5C4=O,1.0
CC1CCN(CC1)[S+](=O)([O-])c2ccc3N(CC(=O)NCc4occc4)C(=O)C(C)(C)c3c2,1.0
COc1cccc(c1)c2cccc(c2)c3nn(c4nc(cs4)C(=O)O)c(c3Cc5ccc(cc5)[S+](=O)(N)[O-])C(F)(F)F,0.0
COc1ccc(OC)c(c1)N2C(=O)C(=C(N3CCCCC3)C2=O)Cl,1.0
CC1=C(C(N=C(Nc2oc3ccccc3n2)N1)c4ccccc4Br)C(=O)Nc5ccccc5,0.0
CCCN1C(=N[S+](=O)([O-])c2cc(NC(=O)c3ccc(F)cc3)ccc12)CC(C)C,1.0
CN1CCN(CC1)c2nc(N3CCOC[C@@H]3c4ccccc4)c5cc(ccc5n2)c6c(C)onc6C,1.0
Cc1ccnc(\C=C/2\C(=O)Nc3ccc(cc23)c4ccccc4)c1,0.0
COc1cc2ncnc(Nc3ccc(OC4CCCCC4)cc3)c2cc1OC,1.0
Cc1ccc(CN(CCNC(=O)C2CCN(CC2)C(=O)c3oc4ccccc4c3)C5CCCCC5)cc1,1.0
CCc1cc(ccc1Br)C(=O)Nc2ccc(cc2)[S+](=O)([O-])N3CCCC3,1.0
OC(=O)CCNc1cc(nc(n1)c2ccccn2)N3CCCN(CC3)[S+](=O)([O-])C=C,0.0
[2H]\C(=C(\[2H])/c1cc(C)c(Nc2ccnc(Nc3ccc(cc3)C#N)n2)c(C)c1)\C#N,0.0
CCCCCCCCn1cc(CC(=O)N)c2cc(ccc12)c3cccc(C)c3,0.0
CC1=C(C(=O)N2C=CSC2=N1)[S+](=O)([O-])Nc3cccc(Br)c3,1.0
CC(C)N1CCC(CC1)N2CCN(Cc3oc(nc3)c4ccccc4Cl)CC2CCO,0.0
Cc1cc(OCCCc2c(n(CC(=O)Nc3cc(C(=O)O)c4ccn(CCN5CCOCC5)c4c3)c6c(c(Cl)ccc26)c7c(C)nn(C)c7C)C(F)(F)F)cc(C)c1Cl,0.0
Cc1cc(OCCCc2c(C)c([nH]c2C(=O)O)c3cccc(Cl)c3)cc(C)c1Cl,0.0
[O-][n+]1onc(C(=O)c2ccc3ccccc3c2)c1C(=O)c4ccc5ccccc5c4,0.0
CCN1CCCC(CN(C)Cc2[nH]c3ccccc3c2C)C1,1.0
Cc1ccc(C)n1c2ccccc2C(=O)O,0.0
FC(F)(F)c1cccc(c1)N2CCN(CC2)C(=S)Nc3nccc4ccccc34,0.0
CCc1cccc(CC)c1N2C(=O)C(=CC(=C2C=C(C)C)C(=O)N3CCCNC(=O)C3)c4nc(cs4)c5ccc(Cl)cc5,1.0
CCc1cccc(CC)c1N2C3=C(C=C(C2=O)c4nc(cs4)c5ccccc5C(F)(F)F)C(=O)CC(C)(C)C3,0.0
OCc1ccccc1N2C3=C(C=C(C2=O)c4nc(cs4)c5ccc(Cl)cc5)C(=O)CCC3,0.0
COc1ccc(cc1I)C(=O)Nc2ccc(cc2)[S+](=O)([O-])N3CCC4(CC3)OCCO4,0.0
Oc1cccnc1NC(=O)c2ccc(cc2)[S+](=O)([O-])Nc3ccccc3,1.0
COc1ccc(cc1)n2ncc3C(CCCc23)NC(=O)c4ccc(F)c(F)c4,0.0
CCc1cccc(CC)c1N2C(=C(C=C(C2=O)c3nc(cs3)c4ccc(Cl)cc4)C(=O)NC5CCC(N)CC5)C,0.0
COc1ccc(CN2C(=O)Nc3cc(ccc3C2=O)C(=O)NCCCN4CCC(C)CC4)cc1,0.0
CCN(CC)C(=O)c1ccc(NC(=O)c2ccc(OC)c(I)c2)cc1,0.0
COc1cccc(c1)c2cccc(c2)c3nn(c(C4CC4)c3Cc5ccc(cc5F)[S+](=O)(N)[O-])c6nc(cs6)C(=O)O,0.0
Cc1onc(C)c1c2ccc3nc(nc(NCc4cccc(Cl)c4)c3c2)N5CCC(CO)CC5,1.0
C[C@@H](Nc1nc(nc2cccnc12)N3CCNCC3)c4ccccc4,1.0
N[S+](=O)([O-])c1ccc(Cc2c(nn(c2C3CC3)c4nc(cs4)C(=O)O)c5ccc(F)c(c5)c6cccc(F)c6)cc1F,0.0
CCCN1C(=N[S+](=O)([O-])c2cc(NC(=O)c3ccc(cc3)C(F)(F)F)ccc12)CC(C)C,1.0
C[S+](=O)([O-])Nc1ccc(Oc2ccc(F)cc2)cn1,0.0
FC(F)(F)c1cccc(CN2C(=O)N(C(=O)c3c4CCN(Cc4sc23)C(=O)c5nccs5)c6ccccc6)c1,0.0
CCOC(=O)c1[nH]c(C)c(CCC(=O)N2CCN(CC2)c3cc(Cl)ccc3C)c1C,1.0
C[C@@H]1CN(C(=O)c2c(CCCOc3cc(C)c(Cl)c(C)c3)c4ccc(Cl)c(c5c(C)nn(C)c5C)c4n12)c6ccc(cc6)C(=O)O,0.0
CC1=NN(CCCC(=O)N2CCC(CC2)N3CCCCC3)C(=O)c4nn(c(C)c14)c5ccc(C)cc5,0.0
Cc1ccc2NC(=O)\C(=C\C(=O)c3ccccc3)\c2c1,1.0
FC(F)c1ccccc1c2ncc(F)c(NCc3ccc(cc3)n4ccnn4)n2,0.0
CC(=CC1=C(C=C(C(=O)N1c2cc(Cl)ccc2Cl)c3nc(cs3)c4ccc(Cl)cc4)C(=O)N5CCNCC5)C,0.0
Cc1ccc(cc1)n2ncc3c(Nc4ccc(OCC(=O)N)c(Cl)c4)ncnc23,1.0
CC1=C(C(N=C(Nc2oc3ccccc3n2)N1)c4ccncc4Br)C(=O)Nc5cc(ccn5)C(=O)O,0.0
Cc1ccc(cc1C)C2N(CC3CCNCC3)C(=O)c4ccccc24,1.0
Cc1cc(OCCCc2c3C(=O)N(CCCn3c4c(c(Cl)ccc24)c5c(C)nn(C)c5C)c6cc(cc7nn(C)cc67)C(=O)O)cc(C)c1Cl,0.0
Cc1ccc(cc1)c2cc(O)n(n2)c3nc(cs3)C(=O)O,0.0
CCc1cccc(CC)c1N2C(=O)C(=CC(=C2C(C)C)C(=O)N3CCNC(=O)C3)c4nc(cs4)c5ccc(Cl)cc5,1.0
Cc1ccccc1C(N(C(=O)Cn2cnc3ccccc23)c4cccc(F)c4)C(=O)NC5CCCC5,1.0
CN(C)c1ccccc1N[S+](=O)([O-])c2ccc(C)cc2,1.0
CC(C)(C)c1onc(NC(=O)Nc2ccc(cc2)c3cn4c5ccc(OCCN6CCOCC6)cc5sc4n3)c1,0.0
FC(F)(F)c1ccc(Cc2cnc(NC(=O)C3CCC(CC3)c4ccccc4)s2)cc1,0.0
CCNC(=O)N1CCN(Cc2nc3N(C)C(=O)N(C)C(=O)c3n2Cc4cccc(C)c4)CC1,1.0
COc1nccc(c1OC)c2nc(Nc3ccc(F)c(F)c3)c4ccccc4n2,0.0
CC1(CCN(CC1)c2c(cnc3sccc23)C(=O)N4CCN(CC4)[S+](=O)(C)[O-])C#N,0.0
Cc1ccc(cc1)[S+](=O)([O-])Nc2cc(ccc2C(=O)Nc3oc(nn3)c4ccccc4)C(F)(F)F,1.0
COc1ccc2c(c1)nnn2C3CCN(CC3)C(=O)c4cccc(c4)C(=O)O,0.0
OC1(CC(=O)c2cccs2)C(=O)Nc3cccc(F)c13,0.0
OC(=O)c1ccc(cc1)C(=O)N2CCC(CC2)n3nnc4cc(ccc34)C#N,0.0
Cc1cc(ccc1Br)C(=O)Nc2ccc(cc2)[S+](=O)([O-])N3CCCC3,1.0
CCCN1C(=N[S+](=O)([O-])c2cc(NC(=O)c3ccccc3)ccc12)CC(C)C,1.0
O[C@@H]1CCC[C@](NCCCCC#C)(C1=O)c2ccccc2Cl,1.0
Cc1ccc(cc1)n2ncc3c(ncnc23)c4cc(Cl)c(O)c(Cl)c4,0.0
COc1ccc(cc1COc2c(C)cc(cc2C)N(C)C(=O)C)C3N(C)c4ccccc4C(=O)N3Cc5ccc(nc5)C(F)(F)F,1.0
CN(C)c1ccc(cc1)c2csc(n2)N3CCC(CC3)C(=O)N,1.0
CCCN1C(=N[S+](=O)([O-])c2cc(NC(=O)c3cc(F)cc(F)c3)ccc12)CC(C)C,1.0
NC(=O)c1oc(cc1)c2nn(Cc3ccccc3)c4ccccc24,0.0
Cc1cc(O)n2nc(NC(=O)c3cccc4ccccc34)nc2n1,0.0
CCOC(=O)c1csc(n1)n2nc(c(Cc3cccc(c3)[S+](=O)(N)[O-])c2CC4CC4)c5ccc(F)c(c5)C#CC6CCCC6,1.0
Cc1ccccc1Oc2nc(C)c(cc2c3nc(cs3)c4ccc(Cl)cc4)C(=O)N5CCNCC5,0.0
CCc1cccc(CC)c1N2C(=C(C=C(C2=O)c3nc(c(C)s3)c4ccccc4)C(=O)N5CCNCC5)CC(C)C,1.0
CCOc1ccc(Cc2noc(n2)c3cc4sccc4n3Cc5ccccc5)cc1OCC,1.0
Cc1cc(OCCCc2c(C)n(CCC(=O)O)c3c(cccc23)c4c(C)nn(C)c4C)cc(C)c1Cl,0.0
CCOc1ccc(CN2C(=O)c3ccccc3Sc4ccc(cc24)C(=O)NC5CCC(C)CC5)cc1,1.0
COc1ccc2ncc(C(=O)N3CCN(CC3)[S+](=O)(C)[O-])c(N4CCC(CC4)(C#N)c5ccccc5)c2c1,1.0
Cc1ccccc1[S+](=O)([O-])N2CCc3cc(ccc23)c4nc(NC(=O)Cc5ccc(F)cc5)sc4C,1.0
COc1cc(cc(OC)c1OC)c2noc(n2)C3CN(C(=O)C3)c4ccc5OCOc5c4,1.0
[O-][S+](=O)(N[C@@H](Cc1ccc(O[S+](=O)([O-])c2cccc3cnccc23)cc1)C(=O)Nc4ccc(cc4)c5ccccc5)c6cccc7cnccc67,1.0
OC(=O)c1cccc(c1)C(=O)N2CCC(CC2)n3nnc4cc(Cl)ccc34,0.0
Cc1ccnc(NC(=S)N2CCCC(C2)Nc3cccc(c3)C(F)(F)F)c1,0.0
CN(C(c1ccccc1C)c2ncccc2C)C(=O)C3CCN(CCOc4ccc(C)cc4)CC3,1.0
[O-][S+](=O)(N1CCOCC1)c2ccc(N3CCCCC3)c(NC(=O)c4ccc(Cl)cc4)c2,1.0
FC(F)(F)c1ccc(Cc2cnc(NC(=O)c3ccc(s3)c4ccccc4)s2)cc1,0.0
CN1C(=O)N(c2ccc(N3CCN(CC3)C(=O)OC(C)(C)C)c(c2)C(F)(F)F)c4c1cnc5ccc(cc45)c6cnccc6Cl,0.0
CC(=O)c1c(C)[nH]c(C(=O)Nc2cccc(c2)[S+](=O)([O-])N3CC[C@@H](F)C3)c1C,1.0
CN(C)C(=S)SN(C)C(=O)Nc1ccccc1,0.0
