smiles,1a2
Oc1nc2SC3C(C(c4ccccc4)c2s1)C(=O)N(C3=O)c5ccccc5,0.0
COc1ccc(NC2=CC(=O)CC(C2)c3ccccc3)c(OC)c1,0.0
C(CSc1nc2ccccc2s1)Nc3ccccc3,1.0
Cc1c(cccc1C(=O)O)N=C(S)NC(=O)C(c2ccccc2)c3ccccc3,0.0
Cc1nnsc1SCC(=O)O,0.0
CN(C)c1ccc(NC(=O)Nc2cc(C)nc3c(F)cc(F)cc23)cc1,1.0
CC(C)NC(=O)N1CCCC2(CCN(CC2)C(=O)c3ccncc3)C1,0.0
O=C(CCc1ccccc1)NNC(=O)C2CCCCC2,0.0
Clc1ccc(cc1)S(=O)(=O)NNC(=O)NC2CCCCC2,0.0
O=C1CSC(N1c2ccccc2)c3ccccn3,0.0
CN1CCC(=C2c3ccccc3CC(=O)c4sccc24)CC1,0.0
CN1C(=O)N(C)C2=C(C(C(C(=O)OCc3ccccc3)C(=N2)C)c4cccnc4)C1=O,0.0
CC(=CCCC(=CCON=C1CC(O)C(O)C2C1CCC3C2C(=O)N(C3=O)c4ccc(F)cc4F)C)C,0.0
CCN(CC)c1cc(C)c2cc(NC(=O)c3oc(Br)cc3)ccc2n1,1.0
CCC(=O)NC(NC(=O)CC)C(Cl)Cl,0.0
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,1.0
C1CN(CC2(C1)CCNCC2)c3ccncc3,0.0
CCOC(=O)c1cnc(nc1Oc2ccc(C)cc2)c3ccccc3,1.0
Cc1cccc(OCCn2c(nc3ccccc23)c4occc4)c1,1.0
CCCNC(=O)OCC1OC(CCON=C(C)CCN2CCc3nc(CC)c(CC)cc3C2)C=CC1Oc4ccc(OC)cc4,0.0
COc1ccc(cc1)C2=CC(=C3C(=CC(=O)C=C3O2)O)O,1.0
Fc1ccc(CN2C(=O)C(=Nc3cncnc23)c4cccs4)cc1,1.0
CN(C)c1ncc2N=C(C(=O)N(CCc3ccccc3)c2n1)c4cccs4,1.0
Cc1sc2nc(nc(SCC(=O)N3CC(=O)Nc4ccccc34)c2c1C)C5CC5,1.0
OC1C2(Cc3ccccc3)CN4CCN(CC1(Cc5ccccc5)C4)C2,0.0
CCOc1ccc(NC(=O)CCNS(=O)(=O)c2ccc3N(C)C(=O)N(C)C(=O)c3c2)cc1,0.0
S=C(NCc1occc1)N2CCN(CC2)C(c3ccccc3)c4ccccc4,0.0
CN(C)c1ncc2N=CC(=O)N(Cc3ccc(F)cc3)c2n1,1.0
CN1C(=C(C(=N)COc2ccccc2)C(=O)N(C)C1=O)O,1.0
COc1ccc(cc1)C(=Nc2ccccc2)S,1.0
Nc1ncnc2c1ncn2C3OC(C(O)C3O)C(=O)O,0.0
Cc1nc2c3ccccc3C(=O)c2c(c4ccccc4)c1C#N,1.0
CN=C(C[N+](=O)[O-])NCCSCc1oc(CN(C)C)cc1,0.0
Clc1ccccc1NP(=O)(c2ccccc2)c3nc4CCCCc4s3,0.0
NS(=O)(=O)c1cc(C(=O)O)c(O)c2ccccc12,0.0
CC1CCC2(NC1)OC3CC4C5CC=C6CC(CCC6(C)C5CCC4(C)C3C2C)OC(=O)C,0.0
Cc1sc2c(C(=O)N(c3ccccc3)c4nnc(C)n24)c1C,0.0
OC1(CC2CCC(C1)N2C(=O)c3ccc(F)cc3)c4ccc(F)cc4,0.0
NC(=N)SCc1ccc(Cl)c2ccccc12,1.0
Nc1ccc(cc1)S(=O)(=O)c2ccc(NC(=O)c3cccnc3)cc2,0.0
O=C(NCc1cccs1)C2CCN(CC2)S(=O)(=O)N3CCCC3,0.0
CCCS(=O)(=O)N1CCCC(C1)C(=O)NCCCN2CCN(CC2)c3ccc(F)cc3,0.0
OCCCNCc1ccncc1,0.0
CON=C(CNC(=O)c1cccc(Cl)c1)c2ccc(Cl)cc2,1.0
COc1ccc2oc(C(=O)c3ccccc3)c(N)c2c1,1.0
CC1C(=O)OC2CC34C5CC(C(C)(C)C)C36C(OC(=O)C6O)OC4(C(=O)O5)C12O,0.0
COc1ncc2N=C(C)C(=O)N(Cc3cccs3)c2n1,1.0
CC(=O)OCC1OC(CCON=C(C)CCN2CCc3nc(c4ccccc4)c(cc3C2)c5ccccc5)C=CC1OC(=O)C,0.0
NC(CCCCO)C(=O)O,0.0
Fc1ccc(NC(=O)Nc2nnc(s2)c3ccncc3)cc1,1.0
Cc1cc(nc(n1)n2cccc2)c3sccc3C,1.0
CCC(=O)Nc1sc2COC(C)(CC)Cc2c1C#N,1.0
COC1COC(=O)C(C)COC(=O)C(C)NC(=O)CC=CC1C,0.0
OC(=O)c1nnsc1COCc2ccccc2,0.0
Cc1cccc(c1)N(NC(=O)C(C)(C)O)C(=O)c2ccccc2,0.0
COc1cccc(COc2ccccc2C3Nc4ccc(Br)cc4C(=O)N3NC(=O)c5ccncc5)c1,1.0
Clc1ccc(C(Cn2ccnc2)OCc3c(Cl)cccc3Cl)c(Cl)c1,1.0
CCC1CCC2C3CC=C4CC(OC(=O)C)C(N)CC4(C)C3CCC12C,0.0
Cc1ncc(CO)c(CO)c1O,0.0
Cc1ccc(NC(=O)c2ccccc2)cc1OC(=O)c3ccccc3,1.0
N#Cc1ccc(CN2CC3(CCNCC3)C2)cc1,0.0
CC(C)N(Cc1onc(n1)c2ccc(C)cc2)C(=O)C(c3ccccc3)c4ccccc4,0.0
COC1COC(=O)C(C)NC(=O)C(C)COC(=O)C(C)NC(=O)CC=CC1C,0.0
C=CCSc1nnc(NC(=O)CSc2nc3ccccc3[nH]2)s1,1.0
COc1ccc(C2C(=C(N)OC3=C2C(=O)CC(C)(C)C3)C#N)c(c1OC)[N+](=O)[O-],0.0
Clc1cccc(Cl)c1NP(=O)(c2ccccc2)c3nc4CCCCc4s3,0.0
BrC(=Cc1ccccc1)C=NNC(=O)Cc2cccs2,1.0
O=C(Nc1ccccc1)N2CCCC3(CCN(CC3)C(=O)c4cnccn4)C2,0.0
CC(C)(C)C(=O)NC(=C(Cl)Cl)P(=O)(O)O,0.0
COc1ccccc1CCN2C(=O)C(=Nc3cncnc23)C,1.0
OCC1NCC(O)C(O)C1O,0.0
O=C(NC1CCCC1)C2CCN(CC2)S(=O)(=O)c3cccc4cccnc34,0.0
Clc1ccc(cc1)C(=O)CCC(=O)OCC(=O)c2ccccc2,1.0
OC(=O)CCc1onc(n1)c2ccccc2n3cccc3,0.0
N#[N+]c1ccc(Nc2ccccc2)cc1,0.0
CCN1CCC(CNC(=O)c2c(O)c(CC)cc(Cl)c2OC)C1,1.0
COc1ccc(Nc2ncnc3sc(cc23)c4ccccc4)cc1,1.0
CCCN=C(S)N1CCC(CC1)NC(=O)C2CCCCC2,0.0
S=C1N=C(OC2=C1CCCC2)c3ccccc3,1.0
Nc1c(C#N)c(nn1c2ccccc2)C(=Cc3cc(c(cc3N4CCCCC4)N5CCCCC5)[N+](=O)[O-])C#N,0.0
CCN1C(=O)c2cc3CCCCc3nc2N=C1SCc4ccc(Cl)cc4Cl,1.0
COC(CO)C(C)C=CCC(=O)NC(CCSC)C(=O)OC,0.0
CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3C(=O)CC12C,0.0
COc1ccc(cc1)N2C(C(CCC2=O)C(=O)N3CCC(CC3)C(=O)N)c4ccc(F)cc4,0.0
Cc1ccc(SCC(=O)ONC(=N)c2ccc(cc2)[N+](=O)[O-])cc1,1.0
CC[N+](CC)(CC)CCC(O)(C1CCCCC1)c2ccccc2,0.0
O=C(COc1ccccc1)Nc2ccc(cc2)S(=O)(=O)N3CCOCC3,0.0
OC(=O)c1cnc2cc(OCc3ccccc3)ccc2c1O,0.0
FC(F)(F)COc1ccc(OCC(F)(F)F)c(c1)C(=O)NCCNS(=O)(=O)c2ccccc2,0.0
CN(CCO)Cc1ncccc1O,0.0
CC1=CC(=O)N(N1)C2=NC(=CC(=O)N2)C,0.0
CN(CCc1ccccn1)Cc2cccc(C)c2,0.0
COc1ccc(cc1C)S(=O)(=O)N2CCC(CC2)C(=O)NCC3CCCO3,0.0
Cc1ccccc1OCC(=O)NN=C2CCOc3c(C)cccc23,0.0
COc1ccccc1C(=O)NN2C=Nc3ccccc3C2=O,0.0
Cc1ccc(Cl)cc1N2CCN(CC2)S(=O)(=O)c3ccc4OCCOc4c3,0.0
FC(F)(F)c1cnc(NN2C(=S)SC(=Cc3ccccn3)C2=O)c(Cl)c1,1.0
Nc1cc(ccc1SSc2ccc(cc2N)S(=O)(=O)N)S(=O)(=O)N,1.0
O=C(C[n+]1ccc2ccccc2c1)c3ccc4ccc5ccccc5c4c3,1.0
OC1=C(C(CC(=O)c2ccccc2)c3ccccc3)C(=O)Oc4ccccc14,0.0
CSc1nnc2c(OC(C)N(C(=O)c3ccccc3)c4ccccc24)n1,0.0
O=C1CCCN1CC#CCN2CCCC2,0.0
CCn1c(NCc2cccc(CC=C)c2O)nc3ccccc13,1.0
COc1ccc(cc1Br)C(=O)c2ccccc2,1.0
CN(C)CCn1c(O)c(O)c(C(=O)c2oc3ccccc3c2)c1c4ccccn4,0.0
CN1C(=S)SC(N(O)C(=O)Nc2cccc3ccccc23)C1(C)C,1.0
CC(C)CN(CC(C)C)S(=O)(=O)N1CCC(CC1)C(=O)NCc2ccc(F)cc2,0.0
Cc1cccc[n+]1C2C(C(C#N)C(=NC2(O)C3CC3)C(C#N)C#N)c4ccccc4,1.0
CC(C)NCCC(O)c1oc2ccccc2c1,0.0
Cc1cc(Cl)c(OCCCCNCC=C)c(Br)c1,1.0
ON1C(=O)c2cc(Br)ccc2N=C1c3cccc(c3)C(F)(F)F,1.0
CC(C)CON=C1C2CCN3N(C2C(O)C4OC14)C(=O)N(Cc5cc6OCOc6cc5Cl)C3=O,0.0
CC(=C)C1CC=C(C)C(=NNC(=O)c2ccc(NC(=O)c3cccc(C)c3)cc2)C1,0.0
CN1CCN(CC1)c2ccc(c(NN=C3CN4CCC3CC4)c2)[N+](=O)[O-],0.0
Cc1cccc(NC(=O)C23CCC(C)(C2Br)C3(C)C)c1,1.0
COc1ccc(OC)c(c1)N=C2SSN=C2Cl,1.0
OC(=O)NCC1CCCCC1,0.0
CC(=O)N1CCCC2(CCN(C2)C(=O)Nc3cccc(c3)C#N)C1,0.0
CC(C)CCn1cc[n+](c1)c2nc3ccccc3nc2NS(=O)(=O)c4ccccc4,0.0
FC(F)(F)C1(N=C(NC2=C1C(=O)NC(=O)N2Cc3ccccc3)c4occc4)C(F)(F)F,0.0
CCNc1ncc2N=C(C(=O)N(CC3CCCO3)c2n1)c4cccs4,1.0
NC(=O)CN1CCOCCOCCOCCOCCOCC1,0.0
CCn1c(Cc2ccccc2)nnc1SCC(=O)NC(C)(C)C,0.0
CN1C(=O)N(C)c2nc(CCNC(=O)c3ccccc3)[nH]c2C1=O,0.0
CC(C)(C)C(=O)N1CCC(O)(CS(=O)(=O)Cc2ccc(Cl)cc2)CC1,0.0
OC(c1ccc(cc1)c2ccccc2)(c3ccc(cc3)c4ccccc4)C5(O)CCCCC5,0.0
Cc1ccc(cc1)c2csc(n2)C(=C3CCCC3)C#N,1.0
CCOC(=O)C1(CC(=O)O)CCCC1=O,0.0
CC1COC(=N1)c2cccn2Cc3ccccc3Cl,1.0
Clc1ccc(Cl)c(Nc2ccnc(SCc3ccccc3)n2)c1,1.0
CCOC(=O)c1ccc(NC(=O)CC2=C(O)N(C(=O)N2CCCOC)c3ccc(F)cc3)cc1,0.0
Cc1ccccc1C(N(Cc2occc2)C(=O)c3ccccn3)C(=O)NCc4ccccc4,0.0
Cn1cnc2c(NCc3ccccc3)nc(NCCO)nc12,1.0
Cc1ccc(cc1)S(=O)(=O)n2ccc(n2)c3cccc(OCc4c(F)cccc4Cl)c3,0.0
COc1ccc(cc1)C(=O)N2CCC3(CCCN(Cc4ccccc4OC)C3)CC2,0.0
O=C(CSc1nc(nc2ccccc12)c3ccccc3)Nc4nccs4,1.0
OC(=O)C1C2CCC(C2)C1C(=O)NCc3occc3,0.0
CC12CS(=O)(=O)CC1SC(=S)N2c3ccccn3,0.0
COc1cc2CC[N+](C)(C)C3Cc4ccc(O)c(Oc5cc6C(Cc7cccc(Oc(c1O)c23)c7)N(C)CCc6cc5OC)c4,0.0
Cc1ccc(cc1)c2cc(C(F)F)n3ncc(C(=O)Nc4c(C)nn(Cc5c(Cl)cccc5Cl)c4C)c3n2,0.0
[O-][N+](=O)c1cc(Cl)ccc1C(=O)Nc2nccs2,1.0
OC(=O)C(C1NCCS1)N2Cc3ccccc3C2,0.0
CC(C)c1sc(NN=Cc2cccs2)nc1O,1.0
CN1N(C(=O)C(=C1C)N=Cc2nc3ccccc3n2C)c4ccccc4,1.0
CC1(O)CCC2C3CC=C4N5CCN=C5CCC4(C)C3CCC12C,0.0
S=C(NC=C(C#N)c1nc2ccccc2s1)c3ccncc3,1.0
Cc1ccc2SCCC(=NOC(=O)c3ccc(F)cc3)c2c1,1.0
CC1OC(C[N+](C)(C)C)CC1O,0.0
Fc1cccc(c1)C(=O)N2C3CC(C=C3)C2(C(F)(F)F)C(F)(F)F,0.0
OC(C1CC2CCN1CC2C=C)c3ccnc4ccccc34,0.0
O=C1NC(=Nc2ccccc12)CSc3nnc(c4ccccc4)n3C5CCCCC5,0.0
CC(=O)Nc1ccccc1C(=O)OCC(=O)c2ccc3ccccc3c2,1.0
COC(=O)C1C(=O)C(=CNCc2ccccc2)C(=O)CC1(C)C,0.0
CCN(CC(=O)NC1CCS(=O)(=O)C1)c2ccc(cc2[N+](=O)[O-])S(=O)(=O)C,0.0
O=C1N(CCc2ccccc2)C=Nc3c1sc4nc(N5CCOCC5)c6CCCCc6c34,0.0
CC(=O)OCC1OC(CCON=C(C)CCC(=O)OCC2OC(C=CC2Oc3ccc(C)cc3)C#Cc4ccccc4)C=CC1OC(=O)C,0.0
Cc1nnc(SCC(=O)c2cc(C)n(C3CC3)c2C)s1,1.0
COC1C=CC=C(C)Cc2cc(OC)c(Cl)c(c2)N(C)C(=O)CC(OC(=O)C(C)C)C3(C)OC3C(C)C4CC1(O)NC(=O)O4,0.0
CCOC(=O)CSC1=C(C#N)C(C(C(=O)C)C(=N1)C)c2sccc2C,1.0
COc1ccc(NC2=CC(=O)N(C3CCCCC3)C(=O)N2)c(OC)c1,0.0
COC(=O)C1(Cc2ccc(OC)cc2)C3C(=CC(=O)C3=C)CN1C(=O)c4ccccc4,1.0
CCCCC1=Nc2ccccc2C(=O)N1c3ccc(Cl)cc3[N+](=O)[O-],0.0
Cc1cccc(Cn2cnc3c(NS(=O)(=O)C)c(C)c(C)cc23)c1,1.0
Clc1ccc(Nc2ncc(s2)C(=O)c3ccccc3)cc1Cl,1.0
CC(=O)Nc1ccc(OCC(O)Cn2c3ccccc3c4ccccc24)c(C)c1,1.0
Fc1ccc2N=C(N=NC(c3ccncc3)c2c1)c4ccc(Cl)cc4,1.0
Clc1ccc2c(NC3CCC(CC3)N4CCCCC4)ccnc2c1,0.0
Fc1ccccc1CN2C=Nc3c(oc4ccccc34)C2=O,1.0
CCC1(O)C(=O)OCC2=C1C=C3N(Cc4cc5c(NC(=O)CN)cccc5nc34)C2=O,0.0
OC(=O)CC=CCC(=O)O,0.0
CSCCC(N1C(=O)c2ccccc2C1=O)C(=O)N3CC4(C)CC3CC(C)(C)C4,0.0
COc1ccccc1CCN2C(=O)C(=Nc3cncnc23)c4cc(F)cc(F)c4,1.0
Oc1ccccc1C=NNC(=O)c2ccccc2O,1.0
O=C(N1CCC2(CC1)CCN(CC2)c3cccc(c3)c4ccccc4)c5occc5,1.0
Cc1ccc2N=C3N(CCC3(O)C(=O)c2c1)c4ccccc4,1.0
Clc1ccc(cc1)S(=O)(=O)Nc2nc3ccccc3nc2[n+]4ccccc4,0.0
CC(=O)Nc1ccccc1Nc2cc(C#N)c(cc2[N+](=O)[O-])C#N,1.0
Cc1c2ccncc2c(C)c3c4ccccc4[nH]c13,1.0
COC(=O)C1(Cc2ccc(OC)cc2)C3C(CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N(C)C)n5Cc6oc(C)cc6,0.0
COC(=O)CSc1nc2ccccc2nc1SCC(=O)OC,1.0
CN1C2CCC1CC(C2)OC(=O)C(CO)c3ccccc3,0.0
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,0.0
O=C1NC(=S)NC(=O)C1=Cc2cccc3cc4ccccc4cc23,1.0
O=C1N(N=Cc2ccccc2)C(Nc3ccccc13)c4ccccc4,1.0
CCOc1ccc(cc1)N(C(C)C(=O)NC(C)CC)S(=O)(=O)C,0.0
CC(=O)C1=C(CC2C1C2(C)C)NC(=O)c3ccc(F)cc3,1.0
O=C(CCNS(=O)(=O)c1cccs1)NCc2occc2,0.0
CC1=C(CC(=O)c2ccccc2)C(=O)c3ccccc3C1=O,1.0
Oc1cc2CCCc2cc1CN3CCN(CC3)c4cccc(c4)C(F)(F)F,1.0
O=C(Nc1cccc(c1)c2nc3ccccc3s2)c4ccc5OCOc5c4,1.0
CC(=O)c1cccc(NC=C2C(=O)OC3(CCCCC3)OC2=O)c1,1.0
COc1cccc(c1)C(O)Cn2cc(nn2)c3cccc(CON=C(C)C)c3,0.0
CCCCN1C(=O)NC(NC(=O)c2occc2)(C1=O)C(F)(F)F,0.0
CCCCC#CC=C1Cn2c(S1)nc3ccccc23,1.0
COc1ccc(OC2C=CC(OC2COC(=O)NCc3cccc4ccccc34)c5ccccc5)cc1,0.0
COc1cc(CC(=O)O)ccc1O,0.0
C1CCc2c(C1)sc3ncnc(c23)n4cnc5ccccc45,1.0
COc1ccc2nc(NC(=O)C)sc2c1,1.0
CCOC(=C1N=C(OC1=O)c2ccc(Cl)cc2)C,1.0
CC1Oc2ccc(C)cc2N(CC(=O)NCc3cccs3)C1=O,1.0
O=C(OCc1oc(nn1)c2ccccc2)c3ccc4OCCOc4c3,1.0
Cc1sc(NC(=O)c2occc2)c(C(N3CCCC3)c4cccnc4)c1C,1.0
NC(=N)SCCN1CCCCC1,0.0
CCCC(=O)N1CCN(CC1)c2ccc(NC(=O)c3ccc(OCC)c(c3)[N+](=O)[O-])cc2,0.0
Clc1ccccc1c2onc(COC(=O)Nc3ccccc3)c2,1.0
